transaction_id,amount,average_amount,new_device,new_beneficiary,transactions_last_hour,failed_logins_last_hour,transaction_hour,is_fraud
164,1755.87,141.74,True,False,5,7,4,1
165,644.95,686.51,True,False,0,1,14,0
166,349.19,599.02,True,False,1,0,16,0
167,627.79,399.18,True,False,3,2,22,0
168,12398.95,932.63,True,True,7,5,2,1
169,201.91,383.47,False,True,3,0,9,0
170,355.38,973.22,True,False,3,1,19,0
171,601.87,401.55,True,True,0,0,9,0
172,900.1,636.95,False,False,3,1,19,0
173,285.93,254.79,False,False,0,1,23,0
174,192.66,683.78,False,True,0,0,11,0
175,112.06,250.67,False,False,2,0,5,0
176,198.59,459.12,True,True,1,2,22,0
177,269.03,815.89,True,False,3,0,19,0
178,1074.4,869.0,True,False,3,1,8,0
179,493.02,967.89,True,False,2,0,18,0
180,354.24,281.15,True,False,3,1,15,0
181,266.67,790.16,True,False,4,2,11,0
182,576.41,381.91,True,False,1,0,9,0
183,102.08,214.82,True,False,1,2,20,0
184,727.86,585.55,True,True,4,1,15,0
185,114.41,114.87,False,False,4,0,16,0
186,349.53,344.89,False,False,2,0,7,0
187,549.19,531.71,True,True,0,1,23,0
188,375.4,355.45,False,False,3,0,15,0
189,177.34,130.11,False,False,3,1,21,0
190,174.93,200.81,False,False,3,1,6,0
191,211.88,664.94,False,True,3,1,13,0
192,1233.9,673.74,False,False,0,2,9,0
193,476.02,344.72,True,False,1,2,7,0
194,662.75,407.85,False,True,4,0,18,0
195,50.89,67.32,False,False,3,0,12,0
196,144.43,197.2,False,True,4,2,21,0
197,4684.45,369.93,True,False,11,4,1,1
198,938.03,708.2,False,True,3,0,18,0
199,1427.06,733.61,True,False,3,0,22,0
200,1559.19,967.32,False,False,4,1,19,0
201,872.27,789.22,False,False,1,2,9,0
202,106.05,99.57,False,True,0,2,21,0
203,504.83,320.81,False,False,4,0,18,0
204,12047.57,914.98,True,True,11,3,3,1
205,545.28,273.99,False,False,0,1,8,0
206,1084.28,667.46,False,False,2,1,9,0
207,648.13,495.65,False,False,2,0,9,0
208,851.99,740.87,False,False,1,1,8,0
209,5807.41,448.83,True,True,6,6,4,1
210,803.25,650.36,True,False,2,1,5,0
211,264.56,278.54,True,True,0,2,16,0
212,5537.88,549.76,False,False,5,6,3,1
213,3646.39,417.54,False,True,10,3,2,1
214,260.66,674.25,True,True,2,0,6,0
215,504.3,371.62,True,False,3,2,10,0
216,175.61,109.95,False,False,2,0,6,0
217,684.74,891.5,False,True,3,2,20,0
218,416.49,765.63,False,False,2,1,8,0
219,427.91,465.1,False,False,2,0,20,0
220,652.38,398.98,False,False,3,0,18,0
221,982.38,831.22,False,False,0,1,14,0
222,601.95,622.49,True,False,2,1,6,0
223,1197.01,916.03,False,False,0,0,17,0
224,1154.06,811.04,False,False,4,2,19,0
225,1455.85,113.87,True,True,11,7,0,1
226,1326.19,695.11,False,False,0,2,9,0
227,586.2,428.13,False,False,0,2,10,0
228,505.77,417.64,False,False,3,0,14,0
229,559.59,998.7,False,False,3,0,19,0
230,1592.1,819.99,False,True,2,2,7,0
231,241.1,325.84,False,True,1,1,21,0
232,1602.76,985.88,False,False,0,1,22,0
233,972.97,494.04,False,True,0,0,14,0
234,776.12,731.09,False,False,4,0,9,0
235,666.79,660.22,True,True,2,0,22,0
236,432.19,222.86,False,True,0,0,21,0
237,161.17,206.42,True,False,2,2,14,0
238,386.92,288.08,True,False,1,2,14,0
239,187.85,138.76,True,True,1,0,15,0
240,986.72,585.44,False,False,0,2,23,0
241,307.79,250.27,True,True,0,1,22,0
242,1025.27,958.82,True,False,2,1,7,0
243,189.79,200.18,False,False,2,2,9,0
244,1114.45,732.44,False,False,1,1,21,0
245,367.16,353.16,False,False,1,0,8,0
246,12933.91,948.12,True,True,7,5,4,1
247,112.13,230.34,True,False,3,1,20,0
248,9531.31,947.97,True,True,10,3,0,1
249,1060.57,617.64,True,False,2,2,5,0
250,821.56,459.38,True,False,3,1,6,0
251,325.7,591.77,True,False,0,1,21,0
252,964.75,572.36,True,True,4,0,9,0
253,691.81,424.21,False,True,2,0,11,0
254,117.52,431.32,False,False,2,1,21,0
255,706.02,625.95,False,True,2,0,17,0
256,555.7,752.35,False,True,4,2,20,0
257,558.56,334.8,False,False,0,1,23,0
258,1599.58,903.83,True,False,4,1,13,0
259,1267.71,793.76,True,False,0,2,20,0
260,851.89,647.57,False,False,1,0,23,0
261,36.14,154.4,False,False,1,1,11,0
262,1459.96,786.22,True,True,0,2,9,0
263,1163.71,582.84,False,True,3,1,10,0
264,658.47,556.47,True,True,2,2,20,0
265,342.32,284.19,False,False,2,2,11,0
266,547.3,514.55,True,True,2,1,8,0
267,1025.86,566.03,False,False,1,1,6,0
268,599.83,728.43,False,True,2,2,20,0
269,575.58,836.55,True,True,2,0,8,0
270,386.62,607.49,True,True,1,2,12,0
271,5388.51,442.64,True,False,7,3,4,1
272,275.1,200.04,False,False,1,1,15,0
273,168.19,106.2,True,True,1,2,6,0
274,386.77,216.31,False,False,3,1,10,0
275,1799.7,964.02,False,False,2,2,8,0
276,374.86,368.29,True,True,4,1,9,0
277,270.59,494.62,False,False,1,2,19,0
278,165.11,732.67,False,False,4,2,11,0
279,1566.68,863.34,False,True,2,0,17,0
280,102.19,225.54,False,False,0,1,17,0
281,1468.76,766.07,False,True,4,0,13,0
282,220.81,708.13,False,False,2,0,17,0
283,1666.7,926.95,False,True,0,2,14,0
284,499.68,259.81,False,False,3,2,16,0
285,598.92,571.77,True,True,1,0,7,0
286,469.67,551.76,True,False,0,2,21,0
287,277.77,559.83,True,False,0,2,11,0
288,935.16,514.39,False,False,3,0,21,0
289,706.28,585.72,True,False,0,1,13,0
290,941.28,758.51,False,False,2,2,7,0
291,194.06,107.24,False,False,2,1,10,0
292,1524.76,777.54,True,False,2,1,19,0
293,798.56,911.43,True,True,4,0,16,0
294,8869.86,993.2,True,False,8,3,0,1
295,732.02,489.85,False,True,3,0,12,0
296,106.43,197.37,True,False,0,2,18,0
297,1691.23,939.43,False,False,0,0,6,0
298,1218.49,688.42,False,True,0,1,19,0
299,449.93,256.41,False,False,4,1,12,0
300,576.6,744.94,True,True,2,0,14,0
301,1122.78,986.41,False,False,2,0,22,0
302,1630.49,885.73,True,True,3,2,20,0
303,4312.47,377.19,True,False,10,8,3,1
304,177.82,334.89,True,False,1,0,14,0
305,193.39,187.13,False,True,3,1,22,0
306,276.12,419.0,False,True,0,1,16,0
307,5098.24,738.36,True,True,5,3,1,1
308,856.72,608.2,False,False,1,1,14,0
309,121.84,64.57,True,False,3,0,11,0
310,216.04,277.36,False,False,3,2,16,0
311,700.7,391.66,False,False,3,1,11,0
312,537.44,443.23,False,True,1,0,13,0
313,904.84,604.83,False,False,1,1,12,0
314,924.8,841.69,True,True,2,1,20,0
315,714.41,659.61,False,True,2,0,9,0
316,950.93,513.9,True,True,0,2,6,0
317,201.71,120.61,False,False,3,0,12,0
318,1390.58,193.48,True,True,5,7,4,1
319,154.42,676.32,True,True,3,0,5,0
320,609.39,311.0,False,True,3,0,8,0
321,347.4,548.17,True,True,2,1,13,0
322,240.98,125.07,False,True,1,2,12,0
323,288.74,836.66,True,False,0,1,17,0
324,676.03,502.2,True,False,0,1,18,0
325,714.54,364.71,False,True,0,0,11,0
326,863.51,707.67,False,False,0,2,13,0
327,151.73,585.33,False,False,1,2,9,0
328,666.68,727.08,False,False,1,2,12,0
329,1215.75,856.97,True,False,3,2,9,0
330,240.47,704.85,True,False,0,0,18,0
331,157.58,122.22,True,True,3,1,5,0
332,803.1,794.37,False,False,4,1,18,0
333,536.3,606.58,True,False,1,2,7,0
334,2381.07,196.51,False,True,11,5,2,1
335,444.06,54.94,True,True,6,4,0,1
336,570.98,476.4,False,False,0,0,16,0
337,994.73,617.08,False,False,2,1,17,0
338,891.61,738.6,False,True,4,0,17,0
339,208.68,305.47,False,False,1,1,13,0
340,172.62,510.02,False,False,3,2,11,0
341,37.92,178.72,False,False,4,1,15,0
342,772.36,459.09,True,True,1,1,15,0
343,754.74,710.53,False,False,2,1,20,0
344,623.68,792.88,False,False,2,0,23,0
345,522.51,997.4,True,False,3,2,11,0
346,472.86,326.76,False,True,3,0,14,0
347,1005.1,675.73,False,False,3,2,20,0
348,1038.51,557.65,True,False,4,0,16,0
349,1042.61,821.68,False,False,1,2,16,0
350,767.17,632.04,True,True,3,1,18,0
351,1037.37,143.68,False,False,8,6,2,1
352,987.08,783.73,True,False,2,0,20,0
353,6507.32,445.18,True,False,7,5,2,1
354,904.78,795.06,False,False,0,1,19,0
355,555.96,335.25,False,False,2,2,8,0
356,406.31,206.14,False,True,1,2,10,0
357,469.47,455.05,False,True,1,0,18,0
358,1343.11,750.52,False,True,3,1,5,0
359,381.55,245.5,False,True,0,2,10,0
360,96.1,237.22,True,False,4,2,15,0
361,792.59,630.74,False,False,3,2,10,0
362,530.0,720.69,True,True,0,2,9,0
363,113.56,276.64,False,True,1,2,17,0
364,161.19,180.97,False,False,4,2,10,0
365,233.13,515.16,False,False,4,0,16,0
366,281.34,510.38,False,True,4,2,20,0
367,764.47,517.14,False,False,1,0,23,0
368,6122.86,773.0,True,True,9,4,3,1
369,855.7,783.92,True,False,4,0,13,0
370,715.92,832.12,False,True,3,2,11,0
371,249.54,147.3,False,False,0,1,13,0
372,817.9,825.89,False,False,1,2,23,0
373,1127.07,868.0,False,False,4,0,11,0
374,999.51,815.17,True,False,4,2,10,0
375,518.15,718.85,False,True,0,0,18,0
376,1748.11,992.86,False,True,1,0,9,0
377,1314.73,837.06,True,False,3,0,23,0
378,565.82,646.42,False,True,0,1,21,0
379,1263.16,709.97,False,False,2,2,5,0
380,314.28,854.81,False,True,2,0,22,0
381,1633.71,969.72,False,False,2,1,15,0
382,301.88,174.06,False,True,0,0,8,0
383,193.73,844.87,False,False,3,0,18,0
384,308.03,704.16,True,False,1,1,7,0
385,250.25,287.87,True,False,0,1,14,0
386,746.45,767.47,False,True,0,0,11,0
387,106.89,176.06,True,False,0,0,15,0
388,949.36,988.75,False,False,0,0,17,0
389,4920.07,815.66,True,True,7,6,1,1
390,224.03,693.28,True,False,4,2,10,0
391,979.69,736.31,False,False,4,2,19,0
392,50.4,132.35,False,True,3,1,18,0
393,127.72,182.84,False,False,4,2,14,0
394,1218.61,705.95,True,False,1,2,21,0
395,575.45,422.16,False,False,3,0,12,0
396,706.93,614.23,False,False,2,0,17,0
397,506.03,589.96,True,False,3,0,5,0
398,37.12,63.1,False,False,4,1,21,0
399,418.06,452.4,True,True,4,2,9,0
400,385.86,344.41,False,False,4,1,17,0
401,1061.61,775.06,True,False,2,2,18,0
402,259.86,854.14,False,False,0,1,6,0
403,1156.96,754.61,False,False,1,2,5,0
404,1090.47,955.37,True,False,1,1,9,0
405,1336.65,879.79,False,False,2,1,13,0
406,586.14,299.8,True,False,3,1,21,0
407,640.26,524.63,False,False,2,0,23,0
408,244.69,159.57,False,False,0,0,6,0
409,194.56,413.83,False,True,3,0,15,0
410,713.86,920.06,False,True,2,0,21,0
411,60.2,100.04,True,False,3,0,19,0
412,595.9,784.85,False,True,3,0,16,0
413,437.48,585.62,True,False,3,1,23,0
414,1593.24,997.9,True,True,1,0,5,0
415,85.42,72.71,True,True,0,1,5,0
416,622.82,407.46,False,False,1,2,12,0
417,1878.69,963.13,False,True,2,0,6,0
418,1024.76,902.42,True,False,3,2,7,0
419,714.12,530.16,False,False,4,2,6,0
420,604.9,966.01,False,False,3,2,15,0
421,103.13,308.36,False,False,4,0,9,0
422,3883.67,477.09,True,False,10,4,3,1
423,125.49,301.76,False,True,2,2,6,0
424,403.35,863.74,True,False,2,1,21,0
425,4407.78,333.9,True,True,11,6,4,1
426,296.46,287.36,False,False,0,0,12,0
427,7261.31,832.49,False,False,6,7,4,1
428,196.68,822.11,False,False,3,0,7,0
429,667.62,837.89,False,False,0,0,23,0
430,806.88,738.21,False,True,3,0,16,0
431,160.3,227.79,False,False,4,2,12,0
432,937.35,523.95,False,False,0,1,17,0
433,3315.97,239.48,False,True,5,6,2,1
434,649.15,792.36,True,True,2,1,13,0
435,209.72,352.93,False,False,3,2,16,0
436,1952.44,999.63,False,False,1,1,22,0
437,277.01,921.4,False,True,3,1,10,0
438,1011.99,612.89,True,False,4,0,16,0
439,710.48,585.43,False,False,4,1,10,0
440,83.99,135.74,False,False,4,1,5,0
441,1046.17,633.43,False,True,1,1,6,0
442,8606.52,607.28,True,False,10,3,2,1
443,852.07,679.03,False,False,2,0,10,0
444,628.09,465.02,False,True,2,0,22,0
445,1507.3,932.4,False,True,4,0,17,0
446,302.21,704.07,True,False,4,1,23,0
447,8842.69,622.27,False,True,6,6,1,1
448,102.14,123.92,False,False,0,2,15,0
449,196.02,301.95,False,False,2,0,5,0
450,4288.43,466.31,True,True,12,6,2,1
451,155.59,146.36,True,True,1,0,19,0
452,6784.31,853.47,True,True,6,3,2,1
453,617.17,406.68,True,False,2,2,20,0
454,632.88,459.76,True,False,1,0,8,0
455,913.92,975.68,True,True,4,1,14,0
456,128.03,141.12,True,False,1,0,16,0
457,1764.09,133.25,False,False,12,4,0,1
458,1680.94,212.29,True,True,6,5,3,1
459,609.4,900.13,True,True,3,0,16,0
460,401.89,400.93,False,False,3,1,12,0
461,276.63,586.03,True,True,0,0,16,0
462,692.25,443.29,False,True,0,1,21,0
463,983.61,558.74,False,True,1,1,14,0
464,11021.52,907.64,False,False,7,3,3,1
465,1920.94,985.15,False,False,0,1,7,0
466,924.96,463.62,True,False,4,1,15,0
467,294.48,918.47,False,True,3,2,15,0
468,1006.33,543.7,False,True,4,2,21,0
469,73.64,156.89,True,True,4,0,8,0
470,104.34,145.94,True,False,3,1,17,0
471,623.97,593.42,False,False,3,0,17,0
472,7442.7,895.1,True,True,12,5,2,1
473,6637.41,826.52,True,True,6,4,1,1
474,1205.36,756.54,False,False,3,2,7,0
475,422.17,250.82,True,False,4,1,6,0
476,152.78,201.02,True,False,1,2,23,0
477,3107.46,233.13,True,True,5,6,0,1
478,498.66,719.4,False,True,3,2,8,0
479,302.18,279.84,False,False,3,2,22,0
480,371.68,205.34,True,True,0,1,5,0
481,251.87,204.76,False,False,1,2,11,0
482,103.65,439.03,True,False,3,0,10,0
483,37.98,58.04,False,True,2,1,17,0
484,288.12,486.05,False,True,4,2,17,0
485,113.9,56.98,False,True,4,2,14,0
486,48.09,152.7,False,True,2,1,13,0
487,1310.29,954.58,False,False,4,0,6,0
488,1039.73,812.25,True,False,1,2,5,0
489,665.37,997.6,False,False,3,2,6,0
490,1660.52,995.02,False,True,1,2,22,0
491,950.29,501.95,False,True,2,0,22,0
492,61.41,142.72,False,True,4,0,15,0
493,157.2,261.14,False,False,2,1,13,0
494,202.12,490.57,False,True,4,2,7,0
495,97.61,234.82,True,False,4,1,18,0
496,5491.09,861.53,True,True,11,7,3,1
497,5914.14,869.27,True,True,10,8,1,1
498,106.55,105.11,False,False,4,0,20,0
499,342.34,790.76,False,True,3,1,18,0
500,110.95,414.15,False,True,2,0,15,0
501,128.78,554.48,False,True,1,0,16,0
502,163.21,147.57,False,False,0,0,14,0
503,549.09,483.13,True,False,3,2,9,0
504,767.33,906.31,False,False,3,0,12,0
505,571.81,985.64,False,True,4,0,8,0
506,178.53,668.01,True,False,4,2,6,0
507,37.71,95.56,False,False,0,1,19,0
508,600.65,569.92,False,False,0,1,18,0
509,466.01,679.36,True,True,1,1,8,0
510,451.42,636.81,False,False,1,2,11,0
511,1639.2,839.92,False,True,3,1,10,0
512,3690.91,521.54,True,True,8,3,0,1
513,1552.73,911.54,True,False,1,0,21,0
514,10358.84,737.4,False,True,12,5,2,1
515,74.5,144.82,False,False,2,2,15,0
516,277.35,160.11,False,False,1,2,10,0
517,1726.86,899.8,False,True,0,1,15,0
518,832.26,430.74,False,False,3,1,10,0
519,3973.99,711.36,True,True,11,7,3,1
520,365.48,694.47,False,False,4,0,9,0
521,923.5,513.72,False,False,0,1,15,0
522,8966.34,874.92,False,False,8,8,2,1
523,924.01,703.83,False,True,1,1,16,0
524,308.29,659.33,True,True,0,0,10,0
525,541.68,495.82,False,False,3,1,12,0
526,349.59,314.25,True,True,3,1,12,0
527,5064.51,471.98,True,True,12,5,0,1
528,175.84,757.98,False,False,0,2,22,0
529,1505.58,136.35,False,False,9,7,4,1
530,1314.33,687.9,False,False,1,1,15,0
531,671.76,638.77,True,False,3,0,8,0
532,212.29,260.66,True,False,4,2,16,0
533,46.32,93.49,False,True,3,0,13,0
534,427.68,228.17,False,False,3,0,15,0
535,6330.66,443.75,False,False,6,6,3,1
536,423.93,958.38,False,False,4,2,6,0
537,577.95,461.17,True,False,4,0,9,0
538,7462.71,674.65,True,False,11,6,4,1
539,536.15,774.26,False,False,3,0,9,0
540,1106.24,715.01,False,True,4,1,22,0
541,318.75,240.84,False,True,2,2,9,0
542,1285.08,667.58,True,True,2,2,8,0
543,729.66,584.17,True,True,3,2,22,0
544,1414.88,854.94,True,False,0,1,9,0
545,795.89,103.77,True,True,9,4,0,1
546,514.23,330.38,False,False,3,0,22,0
547,914.12,755.29,False,True,2,2,6,0
548,803.77,418.18,True,False,4,0,5,0
549,428.51,242.93,False,False,2,2,22,0
550,356.12,236.65,False,False,3,0,7,0
551,241.98,215.11,False,False,3,1,22,0
552,349.53,202.88,False,False,3,2,9,0
553,10225.12,932.2,False,False,9,6,4,1
554,175.74,119.24,True,False,1,2,7,0
555,237.16,201.4,False,False,2,0,11,0
556,265.52,364.51,True,True,3,2,5,0
557,2803.77,378.71,False,False,8,3,2,1
558,325.84,806.4,False,True,2,0,21,0
559,668.24,406.21,False,False,0,1,11,0
560,47.79,128.23,True,True,0,2,7,0
561,378.27,648.04,True,False,0,0,22,0
562,1357.57,884.71,False,True,0,2,9,0
563,3932.06,731.02,True,True,7,5,4,1
564,11718.81,830.54,True,True,12,8,3,1
565,93.26,66.05,True,False,4,0,23,0
566,7340.54,855.84,False,True,9,8,2,1
567,592.99,317.44,False,False,0,1,10,0
568,162.28,179.56,True,False,1,1,16,0
569,107.52,60.59,False,False,0,0,23,0
570,1067.11,560.29,False,False,2,0,18,0
571,392.01,858.89,False,False,4,1,11,0
572,7336.89,687.43,True,False,12,8,4,1
573,5165.48,688.1,True,False,12,5,2,1
574,4036.5,672.7,False,True,8,5,3,1
575,476.78,635.53,True,False,4,2,16,0
576,483.78,960.73,False,False,1,2,18,0
577,557.21,391.51,False,False,3,1,16,0
578,202.95,512.62,True,True,0,1,9,0
579,359.74,236.61,True,False,0,0,21,0
580,1020.95,822.01,True,False,0,2,13,0
581,1048.52,998.79,False,False,3,0,23,0
582,338.35,326.45,True,False,3,1,21,0
583,4054.4,276.94,False,False,7,7,1,1
584,420.05,220.19,True,False,3,1,6,0
585,160.73,513.26,False,False,0,2,11,0
586,720.55,801.89,False,False,0,2,15,0
587,10995.83,970.02,True,False,9,7,4,1
588,359.43,407.83,True,True,0,2,13,0
589,1029.94,911.88,False,False,3,1,5,0
590,90.66,182.02,False,True,2,0,9,0
591,587.68,394.11,False,True,1,1,15,0
592,538.83,507.44,False,True,1,2,18,0
593,976.77,90.99,True,True,5,7,1,1
594,2008.49,295.35,True,False,5,8,2,1
595,330.38,255.76,False,False,1,0,18,0
596,1349.65,804.89,False,True,4,1,10,0
597,381.64,375.54,True,False,1,1,17,0
598,672.23,65.73,False,False,11,4,4,1
599,5596.93,502.08,True,False,6,3,3,1
600,1061.71,906.89,False,True,3,2,18,0
601,105.3,91.27,False,False,3,1,23,0
602,1557.53,912.47,True,False,3,0,13,0
603,473.05,270.89,False,True,4,1,13,0
604,1173.07,723.69,True,True,0,2,5,0
605,403.94,245.15,False,False,0,0,18,0
606,505.95,290.95,False,True,2,2,13,0
607,242.29,427.58,True,True,3,0,16,0
608,1008.6,509.57,True,False,3,2,9,0
609,1045.64,676.32,False,True,1,0,11,0
610,1307.94,796.78,True,True,0,0,17,0
611,20.03,55.03,False,False,4,1,7,0
612,1512.05,260.68,True,False,11,6,4,1
613,623.15,322.15,False,False,3,1,5,0
614,1110.17,674.04,False,False,0,2,21,0
615,136.41,270.09,False,False,1,2,5,0
616,92.31,132.5,False,False,3,1,23,0
617,94.74,64.6,False,True,2,2,22,0
618,736.22,380.69,False,False,4,0,19,0
619,399.42,596.16,False,True,0,2,7,0
620,153.15,372.97,True,False,4,2,13,0
621,1174.56,967.75,False,False,3,2,19,0
622,927.61,868.92,False,False,3,2,12,0
